,KO_n,KO_s,KO_l,KO_p
25754,4933430A20Rik,0.0,0.0,1.0
25755,Gm39164,0.0,0.0,1.0
25756,Gm38414,0.0,0.0,1.0
25757,Cldn23,0.0,0.0,1.0
25758,Gm34853,0.0,0.0,1.0
25759,Gm45301,0.0,0.0,1.0
25760,Gm34597,0.0,0.0,1.0
25761,Gm34533,0.0,0.0,1.0
25762,Gm34474,0.0,0.0,1.0
25763,Gm45625,0.0,0.0,1.0
25764,Gm9939,0.0,0.0,1.0
25765,Gm45627,0.0,0.0,1.0
25766,Gm29243,0.0,0.0,1.0
25767,Gm39158,0.0,0.0,1.0
25768,Gm45639,0.0,0.0,1.0
25769,Gm45666,0.0,0.0,1.0
25770,Defa43,0.0,0.0,1.0
25771,Mmp13,0.0,0.0,1.0
25772,Olfr828,0.0,0.0,1.0
25773,Gm34973,0.0,0.0,1.0
25774,Gm10706,0.0,0.0,1.0
25775,Gm7607,0.0,0.0,1.0
25776,Gm34263,0.0,0.0,1.0
25777,Gm47319,0.0,0.0,1.0
25778,Gm47559,0.0,0.0,1.0
25779,Gm47535,0.0,0.0,1.0
25780,Mmp7,0.0,0.0,1.0
25781,Mmp1a,0.0,0.0,1.0
25782,Ddi1,0.0,0.0,1.0
25783,Foxf1,0.0,0.0,1.0
25784,Gm45805,0.0,0.0,1.0
25785,6030466F02Rik,0.0,0.0,1.0
25786,Gm45781,0.0,0.0,1.0
25787,Mc1r,0.0,0.0,1.0
25788,A530010L16Rik,0.0,0.0,1.0
25789,Pabpn1l,0.0,0.0,1.0
25790,Gm20681,0.0,0.0,1.0
25791,Gm45353,0.0,0.0,1.0
25792,Gm20406,0.0,0.0,1.0
25793,Gm27045,0.0,0.0,1.0
25794,Olfr829,0.0,0.0,1.0
25795,Olfr830,0.0,0.0,1.0
25796,Olfr834,0.0,0.0,1.0
25797,Olfr835,0.0,0.0,1.0
25798,Icam4,0.0,0.0,1.0
25799,Gm47079,0.0,0.0,1.0
25800,Olfr871,0.0,0.0,1.0
25801,Olfr869,0.0,0.0,1.0
25802,Olfr868,0.0,0.0,1.0
25803,Olfr866,0.0,0.0,1.0
25804,Olfr77,0.0,0.0,1.0
25805,Olfr862,0.0,0.0,1.0
25806,Olfr58,0.0,0.0,1.0
25807,Olfr855,0.0,0.0,1.0
25808,Olfr854,0.0,0.0,1.0
25809,Olfr853,0.0,0.0,1.0
25810,Olfr850,0.0,0.0,1.0
25811,Olfr849,0.0,0.0,1.0
25812,Olfr846,0.0,0.0,1.0
25813,Olfr845,0.0,0.0,1.0
25814,Olfr844,0.0,0.0,1.0
25815,Olfr843,0.0,0.0,1.0
25816,Olfr839-ps1,0.0,0.0,1.0
25817,Olfr837,0.0,0.0,1.0
25818,Olfr836,0.0,0.0,1.0
25819,Foxl1,0.0,0.0,1.0
25820,Gm28324,0.0,0.0,1.0
25821,Gm36380,0.0,0.0,1.0
25822,Ces1f,0.0,0.0,1.0
25823,Gm45703,0.0,0.0,1.0
25824,1700047G07Rik,0.0,0.0,1.0
25825,Gm45702,0.0,0.0,1.0
25826,Gm45812,0.0,0.0,1.0
25827,Ccl22,0.0,0.0,1.0
25828,Gm15890,0.0,0.0,1.0
25829,Gm15889,0.0,0.0,1.0
25830,Mt4,0.0,0.0,1.0
25831,Gm45766,0.0,0.0,1.0
25832,Gm30132,0.0,0.0,1.0
25833,Capns2,0.0,0.0,1.0
25834,Gm26878,0.0,0.0,1.0
25835,Gm45472,0.0,0.0,1.0
25836,Gm45505,0.0,0.0,1.0
25837,Irx6,0.0,0.0,1.0
25838,Gm45336,0.0,0.0,1.0
25839,Irx5,0.0,0.0,1.0
25840,Gm21817,0.0,0.0,1.0
25841,Gm45332,0.0,0.0,1.0
25842,Gm36670,0.0,0.0,1.0
25843,Gm28515,0.0,0.0,1.0
25844,Irx3,0.0,0.0,1.0
25845,Gm39231,0.0,0.0,1.0
25846,1600027J07Rik,0.0,0.0,1.0
25847,Gm45892,0.0,0.0,1.0
25848,Gm11020,0.0,0.0,1.0
25849,Gm26971,0.0,0.0,1.0
25850,Gm15898,0.0,0.0,1.0
25851,1700018P08Rik,0.0,0.0,1.0
25852,Gm16117,0.0,0.0,1.0
25853,Gm16116,0.0,0.0,1.0
25854,Ctrb1,0.0,0.0,1.0
25855,Gm15895,0.0,0.0,1.0
25856,Gm26832,0.0,0.0,1.0
25857,Hp,0.0,0.0,1.0
25858,1810019D21Rik,0.0,0.0,1.0
25859,Esrp2,0.0,0.0,1.0
25860,Dpep2,0.0,0.0,1.0
25861,Hsd11b2,0.0,0.0,1.0
25862,Gm20163,0.0,0.0,1.0
25863,Ces3b,0.0,0.0,1.0
25864,Ces3a,0.0,0.0,1.0
25865,Ces2g,0.0,0.0,1.0
25866,Ces2e,0.0,0.0,1.0
25867,Ces2c,0.0,0.0,1.0
25868,9230110F11Rik,0.0,0.0,1.0
25869,Gm45843,0.0,0.0,1.0
25870,Defa26,0.0,0.0,1.0
25871,Defa28,0.0,0.0,1.0
25872,Gm47663,0.0,0.0,1.0
25873,Hmx3,0.0,0.0,1.0
25874,Gm28747,0.0,0.0,1.0
25875,Gm45671,0.0,0.0,1.0
25876,Tex36,0.0,0.0,1.0
25877,Gm45672,0.0,0.0,1.0
25878,Nkx1-2,0.0,0.0,1.0
25879,Gm35147,0.0,0.0,1.0
25880,Gm34908,0.0,0.0,1.0
25881,Gm44892,0.0,0.0,1.0
25882,Gm10584,0.0,0.0,1.0
25883,Hmx2,0.0,0.0,1.0
25884,Gm44674,0.0,0.0,1.0
25885,Igsf6,0.0,0.0,1.0
25886,Slc5a2,0.0,0.0,1.0
25887,Gm39091,0.0,0.0,1.0
25888,1700120K04Rik,0.0,0.0,1.0
25889,Gm31897,0.0,0.0,1.0
25890,AI467606,0.0,0.0,1.0
25891,4930451I11Rik,0.0,0.0,1.0
25892,4930448A20Rik,0.0,0.0,1.0
25893,Gm44876,0.0,0.0,1.0
25894,4930571K23Rik,0.0,0.0,1.0
25895,1700069B07Rik,0.0,0.0,1.0
25896,Gm45670,0.0,0.0,1.0
25897,Foxi2,0.0,0.0,1.0
25898,Gm45241,0.0,0.0,1.0
25899,6330420H09Rik,0.0,0.0,1.0
25900,Urah,0.0,0.0,1.0
25901,Syce1,0.0,0.0,1.0
25902,Olfr53,0.0,0.0,1.0
25903,Olfr61,0.0,0.0,1.0
25904,Olfr536,0.0,0.0,1.0
25905,Olfr531,0.0,0.0,1.0
25906,Olfr530,0.0,0.0,1.0
25907,Olfr527,0.0,0.0,1.0
25908,Olfr524,0.0,0.0,1.0
25909,Olfr523,0.0,0.0,1.0
25910,Olfr522,0.0,0.0,1.0
25911,Msx3,0.0,0.0,1.0
25912,Gm2044,0.0,0.0,1.0
25913,Utf1,0.0,0.0,1.0
25914,Gm32486,0.0,0.0,1.0
25915,Gm45613,0.0,0.0,1.0
25916,Gm30808,0.0,0.0,1.0
25917,4930543N07Rik,0.0,0.0,1.0
25918,Gm45686,0.0,0.0,1.0
25919,Gm10578,0.0,0.0,1.0
25920,Gm45278,0.0,0.0,1.0
25921,1700025J12Rik,0.0,0.0,1.0
25922,Gm39079,0.0,0.0,1.0
25923,Ifitm5,0.0,0.0,1.0
25924,Olfr480,0.0,0.0,1.0
25925,Olfr497,0.0,0.0,1.0
25926,Olfr495,0.0,0.0,1.0
25927,Olfr494,0.0,0.0,1.0
25928,Olfr493,0.0,0.0,1.0
25929,Olfr492,0.0,0.0,1.0
25930,Olfr491,0.0,0.0,1.0
25931,Olfr490,0.0,0.0,1.0
25932,Olfr487,0.0,0.0,1.0
25933,Olfr486,0.0,0.0,1.0
25934,Olfr485,0.0,0.0,1.0
25935,Olfr478,0.0,0.0,1.0
25936,Gm26967,0.0,0.0,1.0
25937,Olfr476,0.0,0.0,1.0
25938,Olfr474,0.0,0.0,1.0
25939,Gm44773,0.0,0.0,1.0
25940,Rbmxl2,0.0,0.0,1.0
25941,Olfr715,0.0,0.0,1.0
25942,Olfr714,0.0,0.0,1.0
25943,Olfr713,0.0,0.0,1.0
25944,Olfr711,0.0,0.0,1.0
25945,Olfr6,0.0,0.0,1.0
25946,Olfr1532-ps1,0.0,0.0,1.0
25947,Olfr498,0.0,0.0,1.0
25948,Olfr502,0.0,0.0,1.0
25949,Olfr503,0.0,0.0,1.0
25950,Olfr504,0.0,0.0,1.0
25951,Gm35309,0.0,0.0,1.0
25952,Gm45155,0.0,0.0,1.0
25953,Gm45017,0.0,0.0,1.0
25954,Calcb,0.0,0.0,1.0
25955,Gm45615,0.0,0.0,1.0
25956,Pth,0.0,0.0,1.0
25957,Gm45355,0.0,0.0,1.0
25958,Gm16336,0.0,0.0,1.0
25959,Gm45515,0.0,0.0,1.0
25960,Gm44864,0.0,0.0,1.0
25961,Gm44781,0.0,0.0,1.0
25962,Olfr519,0.0,0.0,1.0
25963,Olfr518,0.0,0.0,1.0
25964,Olfr517,0.0,0.0,1.0
25965,Olfr516,0.0,0.0,1.0
25966,Olfr514,0.0,0.0,1.0
25967,Olfr512,0.0,0.0,1.0
25968,Olfr509,0.0,0.0,1.0
25969,Olfr508,0.0,0.0,1.0
25970,Olfr507,0.0,0.0,1.0
25971,Olfr506,0.0,0.0,1.0
25972,Cox8b,0.0,0.0,1.0
25973,Cdhr5,0.0,0.0,1.0
25974,Defa37,0.0,0.0,1.0
25975,Gm16346,0.0,0.0,1.0
25976,Defb3,0.0,0.0,1.0
25977,Defb46,0.0,0.0,1.0
25978,Defb4,0.0,0.0,1.0
25979,Defb14,0.0,0.0,1.0
25980,Spag11a,0.0,0.0,1.0
25981,Spag11b,0.0,0.0,1.0
25982,Defb34,0.0,0.0,1.0
25983,Defb12,0.0,0.0,1.0
25984,Defb37,0.0,0.0,1.0
25985,Gm16347,0.0,0.0,1.0
25986,Gm45676,0.0,0.0,1.0
25987,Gm15875,0.0,0.0,1.0
25988,Gm45271,0.0,0.0,1.0
25989,Gm45274,0.0,0.0,1.0
25990,BB014433,0.0,0.0,1.0
25991,5830468F06Rik,0.0,0.0,1.0
25992,Gm16350,0.0,0.0,1.0
25993,C030037F17Rik,0.0,0.0,1.0
25994,Atp4b,0.0,0.0,1.0
25995,F7,0.0,0.0,1.0
25996,Gm15353,0.0,0.0,1.0
25997,4933439N14Rik,0.0,0.0,1.0
25998,Defb8,0.0,0.0,1.0
25999,Defb7,0.0,0.0,1.0
26000,Defb33,0.0,0.0,1.0
26001,Gm15056,0.0,0.0,1.0
26002,Defa32,0.0,0.0,1.0
26003,Defa20,0.0,0.0,1.0
26004,Defa42,0.0,0.0,1.0
26005,Defa36,0.0,0.0,1.0
26006,Defa33,0.0,0.0,1.0
26007,Defa2,0.0,0.0,1.0
26008,Defa29,0.0,0.0,1.0
26009,Defa27,0.0,0.0,1.0
26010,Defa5,0.0,0.0,1.0
26011,Defa3,0.0,0.0,1.0
26012,Defa40,0.0,0.0,1.0
26013,Defa41,0.0,0.0,1.0
26014,Defa31,0.0,0.0,1.0
26015,Defa22,0.0,0.0,1.0
26016,Defa30,0.0,0.0,1.0
26017,Defa38,0.0,0.0,1.0
26018,Defa25,0.0,0.0,1.0
26019,Defa35,0.0,0.0,1.0
26020,Defa23,0.0,0.0,1.0
26021,Defa21,0.0,0.0,1.0
26022,AY761185,0.0,0.0,1.0
26023,Gm33175,0.0,0.0,1.0
26024,4930465I24Rik,0.0,0.0,1.0
26025,Sct,0.0,0.0,1.0
26026,Gm40460,0.0,0.0,1.0
26027,Gm14376,0.0,0.0,1.0
26028,Mrgprg,0.0,0.0,1.0
26029,Gm15579,0.0,0.0,1.0
26030,Phlda2,0.0,0.0,1.0
26031,Gm44732,0.0,0.0,1.0
26032,Igf2,0.0,0.0,1.0
26033,Tnni2,0.0,0.0,1.0
26034,Krtap5-4,0.0,0.0,1.0
26035,Krtap5-1,0.0,0.0,1.0
26036,Gm4559,0.0,0.0,1.0
26037,Krtap5-5,0.0,0.0,1.0
26038,E230013L22Rik,0.0,0.0,1.0
26039,Gm7579,0.0,0.0,1.0
26040,Krtap5-3,0.0,0.0,1.0
26041,Gm10153,0.0,0.0,1.0
26042,Krtap5-2,0.0,0.0,1.0
26043,Gm4553,0.0,0.0,1.0
26044,Gm29735,0.0,0.0,1.0
26045,Gm45337,0.0,0.0,1.0
26046,Gm39115,0.0,0.0,1.0
26047,Gm45618,0.0,0.0,1.0
26048,Muc5ac,0.0,0.0,1.0
26049,Gm44930,0.0,0.0,1.0
26050,Gm44929,0.0,0.0,1.0
26051,Fgf3,0.0,0.0,1.0
26052,Gm16180,0.0,0.0,1.0
26053,Gm44714,0.0,0.0,1.0
26054,Gm2814,0.0,0.0,1.0
26055,Gm45044,0.0,0.0,1.0
26056,Gm32540,0.0,0.0,1.0
26057,Gm44784,0.0,0.0,1.0
26058,Gm44785,0.0,0.0,1.0
26059,Gm44786,0.0,0.0,1.0
26060,5330413D20Rik,0.0,0.0,1.0
26061,4930453L07Rik,0.0,0.0,1.0
26062,Gm44621,0.0,0.0,1.0
26063,4921522P10Rik,0.0,0.0,1.0
26064,Leat1,0.0,0.0,1.0
26065,Gm45076,0.0,0.0,1.0
26066,Gm44693,0.0,0.0,1.0
26067,Cd209g,0.0,0.0,1.0
26068,Cd209f,0.0,0.0,1.0
26069,Cd209d,0.0,0.0,1.0
26070,Cd209e,0.0,0.0,1.0
26071,Cd209a,0.0,0.0,1.0
26072,Mcemp1,0.0,0.0,1.0
26073,Pcp2,0.0,0.0,1.0
26074,Gm26592,0.0,0.0,1.0
26075,Gm15600,0.0,0.0,1.0
26076,4931400O07Rik,0.0,0.0,1.0
26077,1700020M21Rik,0.0,0.0,1.0
26078,Ccr1,0.0,0.0,1.0
26079,Cxcr6,0.0,0.0,1.0
26080,Gm17200,0.0,0.0,1.0
26081,Gm47162,0.0,0.0,1.0
26082,Gm47133,0.0,0.0,1.0
26083,Gm47131,0.0,0.0,1.0
26084,Gm35454,0.0,0.0,1.0
26085,Gm47128,0.0,0.0,1.0
26086,Cyp8b1,0.0,0.0,1.0
26087,4930593C16Rik,0.0,0.0,1.0
26088,Gm39460,0.0,0.0,1.0
26089,Platr11,0.0,0.0,1.0
26090,Gm47070,0.0,0.0,1.0
26091,Gm34425,0.0,0.0,1.0
26092,Gm47069,0.0,0.0,1.0
26093,Gm47068,0.0,0.0,1.0
26094,Gm47066,0.0,0.0,1.0
26095,Gm5922,0.0,0.0,1.0
26096,Ccr8,0.0,0.0,1.0
26097,Gm33858,0.0,0.0,1.0
26098,Gm49427,0.0,0.0,1.0
26099,Gm47320,0.0,0.0,1.0
26100,Ccr1l1,0.0,0.0,1.0
26101,Gm21836,0.0,0.0,1.0
26102,Btbd35f23,0.0,0.0,1.0
26103,Btbd35f24,0.0,0.0,1.0
26104,Fthl17b,0.0,0.0,1.0
26105,Ssxb3,0.0,0.0,1.0
26106,Gm14459,0.0,0.0,1.0
26107,Ssxb2,0.0,0.0,1.0
26108,Ssxb1,0.0,0.0,1.0
26109,Slc38a5,0.0,0.0,1.0
26110,Gm10491,0.0,0.0,1.0
26111,Flicr,0.0,0.0,1.0
26112,Akap4,0.0,0.0,1.0
26113,Btbd35f7,0.0,0.0,1.0
26114,Mycs,0.0,0.0,1.0
26115,Btbd35f27,0.0,0.0,1.0
26116,Btbd35f4,0.0,0.0,1.0
26117,Btbd35f17,0.0,0.0,1.0
26118,Btbd35f20,0.0,0.0,1.0
26119,Btbd35f28,0.0,0.0,1.0
26120,Btbd35f3,0.0,0.0,1.0
26121,Btbd35f16,0.0,0.0,1.0
26122,Btbd35f10,0.0,0.0,1.0
26123,Btbd35f18,0.0,0.0,1.0
26124,Btbd35f11,0.0,0.0,1.0
26125,Gm16295,0.0,0.0,1.0
26126,Gm48038,0.0,0.0,1.0
26127,Fthl17d,0.0,0.0,1.0
26128,Gm47468,0.0,0.0,1.0
26129,1700039M15Rik,0.0,0.0,1.0
26130,Gm28111,0.0,0.0,1.0
26131,Iqcf6,0.0,0.0,1.0
26132,Iqcf5,0.0,0.0,1.0
26133,Iqcf1,0.0,0.0,1.0
26134,Tlr9,0.0,0.0,1.0
26135,Gm47575,0.0,0.0,1.0
26136,Gm20643,0.0,0.0,1.0
26137,4932413F04Rik,0.0,0.0,1.0
26138,Gm32743,0.0,0.0,1.0
26139,Gm29387,0.0,0.0,1.0
26140,Gm4668,0.0,0.0,1.0
26141,Gm28167,0.0,0.0,1.0
26142,Sox14,0.0,0.0,1.0
26143,Foxl2os,0.0,0.0,1.0
26144,7420426K07Rik,0.0,0.0,1.0
26145,Prr23a3,0.0,0.0,1.0
26146,Prr23a2,0.0,0.0,1.0
26147,Prr23a1,0.0,0.0,1.0
26148,Gm37637,0.0,0.0,1.0
26149,2610303G11Rik,0.0,0.0,1.0
26150,4921534H16Rik,0.0,0.0,1.0
26151,Gm17041,0.0,0.0,1.0
26152,Gm17118,0.0,0.0,1.0
26153,Gm34106,0.0,0.0,1.0
26154,Gm37850,0.0,0.0,1.0
26155,Gm26962,0.0,0.0,1.0
26156,Gm4665,0.0,0.0,1.0
26157,C130032M10Rik,0.0,0.0,1.0
26158,Bcl2a1c,0.0,0.0,1.0
26159,Gm47875,0.0,0.0,1.0
26160,Gm36485,0.0,0.0,1.0
26161,2310075C17Rik,0.0,0.0,1.0
26162,Gm43236,0.0,0.0,1.0
26163,Gm42523,0.0,0.0,1.0
26164,Ccrl2,0.0,0.0,1.0
26165,1700061E17Rik,0.0,0.0,1.0
26166,Prss42,0.0,0.0,1.0
26167,Gm42470,0.0,0.0,1.0
26168,Gm42493,0.0,0.0,1.0
26169,Fbxw16,0.0,0.0,1.0
26170,Fbxw28,0.0,0.0,1.0
26171,Trex1,0.0,0.0,1.0
26172,Gm38004,0.0,0.0,1.0
26173,Gm35025,0.0,0.0,1.0
26174,Gm37974,0.0,0.0,1.0
26175,Actl11,0.0,0.0,1.0
26176,Fthl17c,0.0,0.0,1.0
26177,Fthl17e,0.0,0.0,1.0
26178,Gm32281,0.0,0.0,1.0
26179,Rhox4a,0.0,0.0,1.0
26180,Rhox3g,0.0,0.0,1.0
26181,Rhox4f,0.0,0.0,1.0
26182,Rhox3f,0.0,0.0,1.0
26183,Rhox2f,0.0,0.0,1.0
26184,Rhox4e,0.0,0.0,1.0
26185,Rhox3c,0.0,0.0,1.0
26186,Rhox2c,0.0,0.0,1.0
26187,Rhox2b,0.0,0.0,1.0
26188,Rhox4a2,0.0,0.0,1.0
26189,Rhox3a2,0.0,0.0,1.0
26190,Rhox2a,0.0,0.0,1.0
26191,Btbd35f15,0.0,0.0,1.0
26192,Gm9,0.0,0.0,1.0
26193,Sowahd,0.0,0.0,1.0
26194,Gm6268,0.0,0.0,1.0
26195,Gm14819,0.0,0.0,1.0
26196,Gm10486,0.0,0.0,1.0
26197,Btbd35f8,0.0,0.0,1.0
26198,Spin2g,0.0,0.0,1.0
26199,Btbd35f9,0.0,0.0,1.0
26200,Btbd35f6,0.0,0.0,1.0
26201,Btbd35f14,0.0,0.0,1.0
26202,Rhox2g,0.0,0.0,1.0
26203,Rhox4g,0.0,0.0,1.0
26204,Rhox2h,0.0,0.0,1.0
26205,Rhox5,0.0,0.0,1.0
26206,Ldoc1,0.0,0.0,1.0
26207,Gpr101,0.0,0.0,1.0
26208,Gm648,0.0,0.0,1.0
26209,Gm2174,0.0,0.0,1.0
26210,Zfp36l3,0.0,0.0,1.0
26211,Gm28730,0.0,0.0,1.0
26212,Kis2,0.0,0.0,1.0
26213,Magea14,0.0,0.0,1.0
26214,Olfr1323,0.0,0.0,1.0
26215,Olfr1320,0.0,0.0,1.0
26216,Actrt1,0.0,0.0,1.0
26217,Prr32,0.0,0.0,1.0
26218,Tex13c1,0.0,0.0,1.0
26219,Cypt14,0.0,0.0,1.0
26220,Cypt15,0.0,0.0,1.0
26221,Rhox12,0.0,0.0,1.0
26222,Btg1c,0.0,0.0,1.0
26223,Rhox9,0.0,0.0,1.0
26224,Rhox7b,0.0,0.0,1.0
26225,Rhox7a,0.0,0.0,1.0
26226,Rhox6,0.0,0.0,1.0
26227,Btbd35f13,0.0,0.0,1.0
26228,Btbd35f12,0.0,0.0,1.0
26229,Fthl17f,0.0,0.0,1.0
26230,H2al1g,0.0,0.0,1.0
26231,Tesl2,0.0,0.0,1.0
26232,Gm28269,0.0,0.0,1.0
26233,Agtr2,0.0,0.0,1.0
26234,Gm21876,0.0,0.0,1.0
26235,Dusp21,0.0,0.0,1.0
26236,Cypt1,0.0,0.0,1.0
26237,H2al1n,0.0,0.0,1.0
26238,H2al1j,0.0,0.0,1.0
26239,H2al1i,0.0,0.0,1.0
26240,H2al1h,0.0,0.0,1.0
26241,H2al1f,0.0,0.0,1.0
26242,Btbd35f5,0.0,0.0,1.0
26243,H2al1d,0.0,0.0,1.0
26244,H2al1c,0.0,0.0,1.0
26245,H2al1b,0.0,0.0,1.0
26246,H2al1a,0.0,0.0,1.0
26247,H2al3,0.0,0.0,1.0
26248,H2ap,0.0,0.0,1.0
26249,H2al1o,0.0,0.0,1.0
26250,H2al1k,0.0,0.0,1.0
26251,H2al1m,0.0,0.0,1.0
26252,4930402K13Rik,0.0,0.0,1.0
26253,Gm27192,0.0,0.0,1.0
26254,Gm4297,0.0,0.0,1.0
26255,Gm1993,0.0,0.0,1.0
26256,Gm5168,0.0,0.0,1.0
26257,Btbd35f21,0.0,0.0,1.0
26258,Gm5926,0.0,0.0,1.0
26259,Btbd35f1,0.0,0.0,1.0
26260,Btbd35f2,0.0,0.0,1.0
26261,Btbd35f22,0.0,0.0,1.0
26262,Gm21637,0.0,0.0,1.0
26263,Btbd35f25,0.0,0.0,1.0
26264,Spin2e,0.0,0.0,1.0
26265,Btbd35f19,0.0,0.0,1.0
26266,Btbd35f26,0.0,0.0,1.0
26267,Spin2f,0.0,0.0,1.0
26268,Btbd35f29,0.0,0.0,1.0
26269,Gm14974,0.0,0.0,1.0
26270,Gm10096,0.0,0.0,1.0
26271,Gm2165,0.0,0.0,1.0
26272,Gm10147,0.0,0.0,1.0
26273,Gm4836,0.0,0.0,1.0
26274,Gm2101,0.0,0.0,1.0
26275,Gm10230,0.0,0.0,1.0
26276,Gm6121,0.0,0.0,1.0
26277,Gm2030,0.0,0.0,1.0
26278,BC043934,0.0,0.0,1.0
26279,Gm29395,0.0,0.0,1.0
26280,Cypt4,0.0,0.0,1.0
26281,Olfr930,0.0,0.0,1.0
26282,Olfr955,0.0,0.0,1.0
26283,Olfr952,0.0,0.0,1.0
26284,Olfr948,0.0,0.0,1.0
26285,Olfr1537,0.0,0.0,1.0
26286,Olfr943,0.0,0.0,1.0
26287,Olfr938,0.0,0.0,1.0
26288,Olfr937,0.0,0.0,1.0
26289,Olfr146,0.0,0.0,1.0
26290,Olfr935,0.0,0.0,1.0
26291,Olfr933,0.0,0.0,1.0
26292,Olfr926,0.0,0.0,1.0
26293,Olfr902,0.0,0.0,1.0
26294,Olfr26,0.0,0.0,1.0
26295,Olfr924,0.0,0.0,1.0
26296,Olfr923,0.0,0.0,1.0
26297,Olfr922,0.0,0.0,1.0
26298,Olfr921,0.0,0.0,1.0
26299,Olfr918,0.0,0.0,1.0
26300,Olfr917,0.0,0.0,1.0
26301,Olfr913,0.0,0.0,1.0
26302,Olfr910,0.0,0.0,1.0
26303,Olfr907,0.0,0.0,1.0
26304,Olfr958,0.0,0.0,1.0
26305,Olfr959,0.0,0.0,1.0
26306,AW551984,0.0,0.0,1.0
26307,Olfr148,0.0,0.0,1.0
26308,Gm16214,0.0,0.0,1.0
26309,Gm48814,0.0,0.0,1.0
26310,Gm16096,0.0,0.0,1.0
26311,Gm21915,0.0,0.0,1.0
26312,Gm35371,0.0,0.0,1.0
26313,Olfr986,0.0,0.0,1.0
26314,Tmem225,0.0,0.0,1.0
26315,Olfr985,0.0,0.0,1.0
26316,Olfr983,0.0,0.0,1.0
26317,Olfr982,0.0,0.0,1.0
26318,Olfr980,0.0,0.0,1.0
26319,Olfr979,0.0,0.0,1.0
26320,Olfr978,0.0,0.0,1.0
26321,Olfr976,0.0,0.0,1.0
26322,Olfr974,0.0,0.0,1.0
26323,Olfr970,0.0,0.0,1.0
26324,Olfr969,0.0,0.0,1.0
26325,Olfr968,0.0,0.0,1.0
26326,Olfr965,0.0,0.0,1.0
26327,Olfr963,0.0,0.0,1.0
26328,Olfr960,0.0,0.0,1.0
26329,Olfr906,0.0,0.0,1.0
26330,Olfr901,0.0,0.0,1.0
26331,Gm47931,0.0,0.0,1.0
26332,Gm1113,0.0,0.0,1.0
26333,Pate12,0.0,0.0,1.0
26334,Gm3434,0.0,0.0,1.0
26335,Pate13,0.0,0.0,1.0
26336,Gm3428,0.0,0.0,1.0
26337,Pate5,0.0,0.0,1.0
26338,Pate6,0.0,0.0,1.0
26339,Pate7,0.0,0.0,1.0
26340,Pate10,0.0,0.0,1.0
26341,Pate3,0.0,0.0,1.0
26342,Pate4,0.0,0.0,1.0
26343,Gm47784,0.0,0.0,1.0
26344,Olfr147,0.0,0.0,1.0
26345,Gm47778,0.0,0.0,1.0
26346,Gm27240,0.0,0.0,1.0
26347,Gm27201,0.0,0.0,1.0
26348,Gm31497,0.0,0.0,1.0
26349,Gm47436,0.0,0.0,1.0
26350,Gm15520,0.0,0.0,1.0
26351,Gm48902,0.0,0.0,1.0
26352,Gm48901,0.0,0.0,1.0
26353,Gm39312,0.0,0.0,1.0
26354,Gm10181,0.0,0.0,1.0
26355,Pate11,0.0,0.0,1.0
26356,Pate8,0.0,0.0,1.0
26357,Pate14,0.0,0.0,1.0
26358,Gm3896,0.0,0.0,1.0
26359,Olfr251,0.0,0.0,1.0
26360,Olfr250,0.0,0.0,1.0
26361,Olfr25,0.0,0.0,1.0
26362,Olfr896-ps1,0.0,0.0,1.0
26363,Olfr895,0.0,0.0,1.0
26364,Olfr143,0.0,0.0,1.0
26365,Olfr894,0.0,0.0,1.0
26366,Olfr893,0.0,0.0,1.0
26367,Olfr891,0.0,0.0,1.0
26368,Olfr888,0.0,0.0,1.0
26369,Olfr887,0.0,0.0,1.0
26370,Olfr885,0.0,0.0,1.0
26371,Olfr884,0.0,0.0,1.0
26372,Olfr883,0.0,0.0,1.0
26373,Olfr145,0.0,0.0,1.0
26374,Olfr877,0.0,0.0,1.0
26375,Olfr876,0.0,0.0,1.0
26376,Olfr875,0.0,0.0,1.0
26377,Olfr874,0.0,0.0,1.0
26378,Gm48081,0.0,0.0,1.0
26379,Gm48716,0.0,0.0,1.0
26380,Gm36435,0.0,0.0,1.0
26381,Gm47475,0.0,0.0,1.0
26382,Gm29139,0.0,0.0,1.0
26383,Gm28182,0.0,0.0,1.0
26384,Omt2b,0.0,0.0,1.0
26385,Omt2a,0.0,0.0,1.0
26386,Gm3776,0.0,0.0,1.0
26387,Gsta1,0.0,0.0,1.0
26388,Gm47818,0.0,0.0,1.0
26389,Gm47795,0.0,0.0,1.0
26390,Gm47789,0.0,0.0,1.0
26391,Gm19569,0.0,0.0,1.0
26392,Gm19541,0.0,0.0,1.0
26393,Gm27234,0.0,0.0,1.0
26394,Khdc3,0.0,0.0,1.0
26395,Gm47047,0.0,0.0,1.0
26396,Gm27204,0.0,0.0,1.0
26397,Gm27232,0.0,0.0,1.0
26398,Gm27231,0.0,0.0,1.0
26399,Gm27255,0.0,0.0,1.0
26400,Gm27159,0.0,0.0,1.0
26401,2210414F02Rik,0.0,0.0,1.0
26402,Gcnt3,0.0,0.0,1.0
26403,Gm16144,0.0,0.0,1.0
26404,Gm28195,0.0,0.0,1.0
26405,C2cd4b,0.0,0.0,1.0
26406,Dppa5a,0.0,0.0,1.0
26407,Gm47430,0.0,0.0,1.0
26408,4921509A06Rik,0.0,0.0,1.0
26409,Gm35024,0.0,0.0,1.0
26410,Gm29408,0.0,0.0,1.0
